Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Berger Paints,509480,BERGEPAINT,INE463A01038,Consumer Durables,Paints,463.55,24.90,1120.54,13.39,0.11,20.26,9.04,697.33,2.86,28.10,1.97,25.39,4.61,67.65,6279.46,25.39,0.07,0.59,6457.65,1.42,12.16,42.56,174.13,37.53,1.42,1.11,11716.25,15.19,0.00,11544.71,1856.46,129.47,1969.92,354.19,1615.73,63.27,1568.47,16.01,116.60,0.00,6162.86,146.24,524.03,9457.08,5072.02,2574.00,1779.40,61.07,380.24,1550.73,1055.68,1269.05,844.51,-649.82,-605.54,54009.00
Best Agrolife,539660,BESTAGRO,INE052T01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,17.58,12.86,24.22,3.53,0.54,9.95,0.68,435.68,9.30,7.36,1.43,1.58,0.46,-93.86,809.44,1.58,-0.50,6.23,832.93,2.61,2.24,2.76,-49.47,10.15,2.61,0.83,1375.32,9.56,0.00,1814.31,200.24,4.58,204.82,42.87,161.95,65.66,96.29,0.00,23.64,0.00,785.80,433.25,44.62,1963.00,1584.54,1108.45,131.44,58.55,42.73,92.79,24.22,228.16,207.67,-29.09,-199.20,630.26
Beta Drugs Ltd,,BETA,INE351Y01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,1312.70,27.04,45.26,13.27,0.66,25.86,41.51,145.76,5.39,15.43,3.09,6.03,3.45,167.40,221.06,6.03,0.07,3.44,350.85,1.75,6.87,36.82,156.18,0.00,1.75,2.45,385.64,19.92,-0.27,362.36,74.60,1.87,81.04,12.51,68.53,6.99,56.97,-4.57,10.14,0.00,210.92,21.05,117.00,487.78,353.70,114.36,76.81,12.09,14.77,72.95,41.90,36.14,-0.72,-35.72,117.97,1330.67
BF Utilities,532430,BFUTILITIE,INE243D01012,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",572.00,29.88,145.12,13.80,4.62,112.97,38.86,931.77,19.92,4.49,1.48,5.04,2.57,5.53,201.55,5.04,0.30,2.76,1553.97,12.03,2.75,3.99,50.95,0.00,12.03,0.77,836.84,74.02,0.00,836.84,619.42,24.80,639.87,70.31,569.56,113.07,460.84,4.35,18.83,97.90,182.72,781.86,52.01,2426.92,566.81,382.61,619.42,113.07,70.31,569.56,337.85,539.86,507.09,-44.79,-486.86,2152.27
BGR Energy Sys.,532930,BGRENERGY,INE661I01014,Construction,Civil Construction,300.10,-25.01,-850.52,-21.40,,,-117.86,3998.36,-6.88,-15.01,1.73,-0.96,5.67,-4.63,-1934.90,-0.96,-1.99,-4.11,1965.49,-2.82,0.39,-1.16,-11.17,0.00,-2.82,1.72,379.64,-171.54,0.00,452.48,-566.08,205.52,-356.90,12.94,-369.84,599.60,-973.10,-3.66,72.16,0.00,-2007.06,3036.72,434.53,4455.87,3984.81,2306.84,-651.25,434.45,12.70,-419.04,-853.49,-1857.43,-1855.76,1.67,1883.39,2153.82
Bhageria Indust.,530803,BHAGERIA,INE354C01027,Chemicals & Petrochemicals,Dyes And Pigments,171.00,8.07,50.01,4.63,0.13,6.35,11.46,73.62,8.19,8.35,2.70,21.83,1.01,71.76,574.51,21.83,0.17,1.90,620.09,1.26,4.29,16.03,70.90,16.20,1.26,2.27,786.04,11.44,0.02,594.61,81.42,6.98,78.67,31.42,47.25,2.79,54.19,9.73,21.82,0.00,552.69,37.39,7.60,783.91,360.91,133.54,89.94,3.21,31.93,70.08,48.31,49.49,26.32,-43.61,-9.20,793.34
Bhagiradha Chem.,531719,BHAGCHEM,INE414D01027,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,273.65,5.19,13.22,1.84,0.27,2.53,1.02,188.83,0.82,79.68,1.89,2.55,7.10,-27.16,689.69,2.55,-0.04,13.62,817.95,1.11,7.19,-67.32,769.36,14.04,1.11,1.37,500.47,8.75,0.00,440.47,36.94,9.28,46.22,13.86,32.36,7.11,25.25,0.00,12.97,0.00,676.72,82.55,6.37,1039.50,391.95,207.29,43.79,11.97,16.30,30.50,13.22,-52.80,-301.51,-199.99,271.66,3554.43
Bhagyanagar Ind,512296,BHAGYANGR,INE458B01036,Non - Ferrous Metals,Copper,246.00,8.28,36.26,2.68,1.63,5.70,11.33,368.73,6.85,13.23,1.68,2.60,0.38,-36.60,226.23,2.60,-0.59,26.30,325.33,2.06,6.14,-5.49,61.42,0.00,2.06,0.77,2097.19,3.88,-0.28,1625.57,37.03,5.65,39.23,7.06,32.17,16.94,18.68,3.45,6.40,0.00,219.83,204.99,70.14,690.35,611.67,363.03,81.34,30.67,7.47,79.71,36.26,-143.53,-150.33,-9.52,154.99,788.66
Bhansali Engg.,500052,BEPL,INE922A01025,Chemicals & Petrochemicals,Specialty Chemicals,96.52,23.75,180.16,15.08,0.00,17.28,7.24,0.00,12.59,7.68,5.88,1179.43,1.89,16.16,1083.23,1179.43,0.43,0.00,1055.94,1.10,6.64,14.33,46.69,55.26,1.10,4.87,1276.00,16.95,0.00,1276.00,216.24,39.80,256.04,8.36,247.68,0.21,247.47,0.00,24.89,0.00,1058.34,0.00,0.00,1285.26,1075.56,182.98,216.24,0.21,8.36,247.68,180.16,168.12,133.35,-29.92,-99.54,2408.99
Bharat Bijlee,503960,BBL,INE464A01036,Electrical Equipment,Other Electrical Equipment,3211.00,9.66,131.10,5.20,0.09,7.00,115.99,191.14,5.37,16.79,1.66,13.07,1.71,28.22,2195.14,13.07,0.59,1.43,648.83,1.32,3.92,20.69,146.95,29.59,1.32,1.03,2125.81,7.82,0.00,1901.69,171.38,43.42,214.24,19.29,194.95,16.49,179.02,0.56,5.65,0.00,2189.49,0.00,80.00,3109.11,1185.79,714.46,166.16,14.56,20.51,190.35,131.10,175.30,140.52,-54.40,-123.29,3626.83
Bharat Coking,544678,BHARATCOAL,INE05XR01022,Consumable Fuels,Coal,33.91,4.18,128.28,0.67,0.39,2.10,0.28,2241.74,1.81,21.67,0.93,1.94,1.16,-43.26,5778.80,1.94,0.18,17.48,6413.71,3.31,2.29,-24.64,578.71,0.00,3.31,0.65,13644.78,-3.62,-10.00,13644.78,-494.10,1279.48,785.38,477.56,307.82,158.64,149.18,0.00,4657.00,0.00,1121.80,0.00,233.17,20585.35,10029.83,10763.80,-494.10,158.64,477.56,307.82,128.28,-640.64,-1238.83,-309.59,1149.78,15787.20
Bharat Dynamics,541143,BDL,INE171Z01026,Aerospace & Defense,Aerospace & Defense,1391.30,19.66,579.92,4.94,0.00,14.38,15.82,1.24,1.70,53.76,2.30,231.93,13.65,68.38,4217.20,231.93,0.13,0.00,7706.58,2.77,7.79,304.80,699.67,31.01,2.77,1.67,3738.57,12.49,0.00,3345.05,473.22,350.40,823.64,70.70,752.94,4.16,748.76,-0.02,183.28,0.00,4033.92,4.48,2.12,13067.84,11658.29,5073.74,467.09,3.43,75.73,795.53,579.92,167.39,-115.35,-407.13,-220.25,51019.88
Bharat Electron,500049,BEL,INE263A01024,Aerospace & Defense,Aerospace & Defense,435.60,38.88,5963.82,13.21,0.00,29.22,8.16,58.89,2.58,36.36,1.82,729.86,12.00,227.20,21566.87,729.86,0.06,0.01,21173.27,2.01,14.27,542.73,201.62,32.97,2.01,1.31,26535.27,29.71,0.00,23768.75,6836.55,742.36,7555.83,467.38,7088.45,12.53,7099.00,23.08,730.98,0.00,20835.89,0.00,61.23,42924.52,36692.87,20197.72,7883.74,10.98,520.30,8013.86,5962.93,586.62,-421.61,616.94,-1696.43,318378.15
Bharat Forge,500493,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1900.00,12.18,1167.67,4.72,0.71,11.58,23.62,6658.37,2.16,31.93,1.10,6.38,5.63,324.00,9360.29,6.38,0.00,7.29,10092.16,2.12,8.81,50.57,303.31,43.18,2.12,0.66,16136.21,17.47,0.00,15122.80,2691.72,55.21,2763.95,873.62,1890.33,417.49,1455.82,-17.02,95.63,0.00,9264.66,4303.04,2395.22,20727.67,10063.30,9124.99,2818.90,326.96,939.60,2087.11,1138.58,1796.34,352.42,-1964.18,-569.70,90839.29
Bharat Global,521238,,INE893C01032,IT - Hardware,Computers Hardware & Equipments,122.65,11.29,3.21,4.73,0.42,11.00,0.32,81.41,0.33,288.77,1.58,,8.38,-14.69,191.94,,-0.19,5.08,187.75,1.78,5.12,-7.94,-3268.29,0.00,1.78,1.54,148.26,0.75,0.00,668.55,7.12,14.64,21.76,0.16,21.60,0.01,21.59,0.00,101.26,0.00,90.68,0.00,87.57,515.98,511.68,324.04,1.11,0.00,0.19,4.39,3.21,-156.42,-157.31,-0.89,157.36,1241.95
Bharat Parenter.,541096,,INE365Y01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,1227.00,-4.38,-8.12,-7.46,0.39,-4.71,-11.78,130.68,-0.80,36.38,2.17,-0.57,2.42,-10.92,331.00,-0.57,-0.07,-2.99,430.53,1.74,4.04,-31.03,-192.63,-5.46,1.74,1.63,349.79,5.31,-0.02,340.38,3.75,10.57,15.30,35.32,-20.02,12.95,-33.95,-0.98,6.89,0.00,324.11,175.16,5.04,575.28,287.72,132.61,18.58,13.64,34.14,-7.71,-28.58,-27.25,-55.88,-137.38,156.37,845.64
Bharat Rasayan,590021,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1394.00,14.33,141.91,8.99,0.08,11.09,79.65,90.44,8.24,10.66,4.72,39.87,1.86,20.30,1180.03,39.87,0.25,0.72,1142.60,1.16,5.79,13.45,70.35,0.50,1.16,3.48,1240.35,15.25,0.00,1170.65,175.06,26.02,188.52,26.99,161.53,4.90,169.19,12.56,8.31,0.00,1171.72,85.22,0.00,1434.64,1135.09,240.56,189.20,4.87,26.76,194.19,132.27,172.02,136.64,-148.44,-0.59,2313.08
Bharat Seats,523229,BHARATSE,INE415D01024,Auto Components,Auto Components & Equipments,177.40,15.65,41.37,5.66,0.64,18.04,6.43,132.22,5.29,12.61,0.84,6.66,0.63,-669.78,206.75,6.66,0.01,4.04,312.95,2.96,5.74,11.56,101.96,21.13,2.96,0.70,1769.58,5.21,0.00,1288.82,75.46,3.59,78.91,26.24,52.67,8.91,43.90,0.14,12.56,0.00,194.19,40.33,111.52,692.99,307.49,367.45,92.20,9.82,32.78,65.41,40.37,96.14,27.65,-68.11,-25.28,1111.34
Bharat Wire,539799,BHARATWIRE,INE316L01019,Industrial Products,Iron & Steel Products,227.75,13.38,76.65,8.08,0.13,22.91,11.18,101.81,6.91,12.02,5.80,9.18,2.54,33.55,776.18,9.18,-0.05,1.41,894.93,2.53,5.15,21.26,86.25,0.00,2.53,4.28,620.89,22.26,0.00,619.32,132.42,0.76,133.11,22.03,111.08,13.33,97.82,0.07,68.58,382.66,707.60,117.63,13.40,977.06,424.98,73.31,138.21,12.58,23.42,115.49,76.65,74.05,9.71,-61.93,-11.09,1574.04
Bharti Airtel,532454,BHARTIARTL,INE397D01024,Telecom - Services,Telecom - Cellular & Fixed line services,1820.10,13.48,30636.77,5.35,1.77,23.18,53.30,208009.70,5.13,11.00,0.41,3.10,5.45,24.31,117796.00,3.10,0.03,5.55,300415.00,4.17,4.27,11.28,163.82,27.66,4.17,0.41,203465.80,56.61,0.00,172985.20,85060.20,20662.50,91974.20,45570.30,46403.90,21753.90,38398.50,13748.50,2900.10,0.00,114895.90,2503.30,211138.80,523862.90,73922.20,178786.70,115191.70,21452.00,51393.30,66560.80,37051.20,98332.20,58990.50,-60198.00,-36533.20,1108886.68
Bharti Hexacom,544162,BHARTIHEXA,INE343G01021,Telecom - Services,Telecom - Cellular & Fixed line services,1499.40,17.44,1762.48,7.04,1.06,25.15,35.10,6607.00,3.44,16.36,0.31,4.50,8.13,25.64,6244.60,4.50,0.05,4.42,10166.80,3.18,7.48,16.37,155.83,33.48,3.18,0.31,9229.10,51.91,0.00,8547.90,4197.20,394.40,4364.40,2094.50,2269.90,688.30,1808.80,227.20,250.00,0.00,5994.60,0.00,7352.80,18973.90,2004.50,6453.80,4791.00,623.20,2179.60,2805.40,1754.90,4582.60,3104.30,-2340.60,-2264.70,74996.90
Bhartiya Intl.,526666,BIL,INE828A01016,Consumer Durables,Leather And Leather Products,757.25,8.85,37.13,1.38,1.04,3.75,28.19,503.82,6.94,11.31,1.43,2.07,0.79,35.43,483.28,2.07,-0.26,32.25,488.87,2.53,3.26,23.03,152.25,0.00,2.53,0.57,1286.45,8.46,0.00,1029.26,101.25,5.54,106.92,25.75,81.17,56.09,24.95,-0.13,13.41,0.00,469.87,474.46,4.57,1328.09,1106.80,772.21,108.77,48.50,25.84,100.33,37.12,44.30,36.90,-13.95,-45.42,1020.09
Bhatia Communic.,540956,,INE341Z01025,Retailing,Speciality Retail,22.55,21.81,15.15,11.16,0.34,17.88,1.18,35.29,6.64,13.48,2.85,9.08,0.60,111.20,104.52,9.08,0.01,2.55,106.76,1.40,7.41,61.35,64.60,3.62,1.40,0.77,525.10,4.28,0.00,442.50,19.89,1.96,21.86,1.79,20.07,1.75,18.31,-0.01,13.02,0.00,91.50,8.26,0.00,182.22,123.96,43.42,22.50,2.48,2.66,22.53,15.15,5.17,0.51,-8.09,-5.94,317.17
Bhavik Enterpris,544551,,INE18PB01017,Chemicals & Petrochemicals,Trading - Chemicals,174.00,8.33,5.68,3.67,0.00,5.97,3.58,0.00,2.31,42.28,2.14,33.04,0.67,-36.10,101.98,33.04,0.11,0.00,90.20,1.58,7.58,-10.75,83.15,0.00,1.58,1.01,527.26,0.75,0.00,527.26,3.94,4.19,8.13,0.20,7.93,0.24,7.69,0.00,15.86,0.00,86.12,0.00,0.00,180.64,167.45,78.40,3.94,0.24,0.20,7.93,5.68,-32.96,-36.94,-1.53,0.00,354.23
BIGBLOC Const.,540061,BIGBLOC,INE412U01025,Cement & Cement Products,Cement & Cement Products,48.70,6.63,-1.56,0.93,1.51,8.02,-0.11,197.72,0.74,38.26,1.11,0.42,2.64,-14.60,130.98,0.42,-0.20,61.60,260.87,2.48,4.19,53.22,372.53,0.00,2.48,0.93,261.08,6.51,0.00,224.45,29.65,4.01,34.00,14.50,19.50,14.60,4.56,-0.34,28.32,0.00,102.66,177.24,10.84,377.24,119.70,108.25,17.00,15.48,16.62,6.55,-7.97,12.95,-55.56,-80.62,68.24,689.18
Bikaji Foods,543653,BIKAJI,INE00E101023,Food Products,Packaged Foods,680.95,18.16,249.60,11.27,0.21,15.48,9.84,309.73,2.02,38.78,2.22,18.39,5.92,185.26,1498.67,18.39,0.03,1.59,1626.49,1.25,15.53,88.21,274.44,12.48,1.25,1.80,2883.95,13.76,-0.04,2621.85,329.62,32.19,362.52,81.53,280.99,15.81,264.47,-0.71,25.06,0.00,1473.61,144.06,86.89,2191.37,924.03,416.17,396.92,18.78,95.27,345.36,238.46,193.46,72.48,-121.92,-55.72,17064.84
Billionbrains,544603,GROWW,INE0HOQ01053,Capital Markets,Stockbroking & Allied,214.69,37.38,2083.00,14.56,0.03,28.81,3.32,270.34,2.26,43.43,1.19,62.42,28.99,-3043.34,9651.36,62.42,0.08,0.13,3111.87,1.48,13.22,-6537.35,196.21,0.00,1.48,1.19,4644.58,59.08,-0.43,4644.58,2743.92,171.30,2915.22,47.87,2867.35,45.94,2821.41,0.00,1247.81,0.00,8403.55,544.36,21.78,18540.92,10023.36,8403.23,2743.92,45.94,47.87,2867.35,2083.00,-20.60,-32.55,-1350.71,2175.47,134669.31
Bimetal Bearings,505681,BIMETAL,INE469A01019,Auto Components,Auto Components & Equipments,578.85,5.42,10.05,3.81,0.00,4.78,26.27,0.84,5.60,11.02,2.31,51.68,0.87,76.91,223.87,51.68,0.47,0.08,157.20,1.24,3.68,16.63,130.47,47.88,1.24,1.31,266.82,5.61,0.00,239.08,14.62,5.56,20.14,7.90,12.24,1.32,10.96,0.04,3.83,0.00,220.04,5.50,3.09,294.60,136.44,59.12,14.97,0.25,7.85,12.92,10.05,13.89,3.65,-7.02,-6.26,230.94
Biocon,532523,BIOCON,INE376G01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,362.00,6.25,821.11,2.44,0.62,4.76,4.81,16535.50,2.75,18.48,1.16,2.00,3.49,60.84,26803.60,2.00,-0.05,11.57,44440.10,2.64,2.51,14.46,158.59,5.92,2.64,0.80,16827.40,20.78,-9.54,15261.70,3253.70,1217.30,4423.60,1687.00,2736.60,897.40,1886.60,47.40,668.50,0.00,26135.10,12701.20,5660.80,62759.80,18781.10,16254.20,3496.00,971.20,1879.60,1943.30,629.60,4061.20,1718.20,-202.90,-1854.00,58710.43
Birla Cable,500060,BIRLACABLE,INE800A01015,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,161.55,5.14,7.50,1.14,0.41,1.98,2.50,112.26,3.37,16.44,2.23,2.07,0.68,40.39,270.64,2.07,0.08,22.32,259.19,1.72,4.86,4.32,120.75,104.37,1.72,1.61,713.25,4.75,0.00,661.65,32.84,3.10,35.90,15.76,20.14,13.35,6.83,0.04,30.00,0.00,240.64,61.53,49.88,432.16,251.06,112.34,33.85,9.62,16.25,19.93,7.50,112.40,84.93,-38.05,-73.68,485.40
Birla Corpn.,500335,BIRLACORPN,INE340A01012,Cement & Cement Products,Cement & Cement Products,941.80,7.08,571.39,2.27,0.45,4.79,67.45,3196.16,10.27,6.46,1.04,3.86,0.75,8.70,7147.31,3.86,0.31,10.83,10107.56,2.05,2.47,4.34,96.20,26.08,2.05,0.67,9634.40,15.34,0.00,9214.49,1220.59,56.17,1318.50,571.85,746.65,327.06,377.85,-41.74,77.01,0.00,7070.30,3363.30,125.28,14119.97,2758.64,2658.64,1478.00,275.83,539.64,1064.59,519.41,1669.49,1225.92,-885.69,-822.72,7248.41
Birla Precision,522105,BIRLAPREC,INE372E01025,Industrial Manufacturing,Industrial Products,33.95,6.92,12.37,2.18,0.27,3.85,1.84,48.01,8.46,9.98,1.85,3.90,1.02,-31.59,176.92,3.90,0.13,8.84,169.75,1.73,3.52,30.18,180.14,6.08,1.73,1.27,226.99,8.77,0.00,207.18,18.70,1.43,20.85,6.59,14.26,5.67,7.87,-0.72,13.68,0.00,163.24,56.37,0.00,292.11,198.73,107.17,19.91,5.57,4.02,21.71,12.37,7.70,-2.02,-24.24,6.95,232.38
BirlaNu Ltd,509675,BIRLANU,INE557A01011,Consumer Durables,"Furniture, Home Furnishing",1421.05,-2.58,-121.92,-3.15,0.88,-7.25,-161.68,1041.24,-2.58,21.88,0.90,-0.80,0.29,24.36,1178.77,-0.80,-0.31,-31.65,1681.00,2.34,2.26,13.06,-20.22,-69.03,2.34,0.34,3649.18,1.08,0.00,3615.23,60.50,108.36,89.80,144.08,-54.28,68.24,-43.46,79.06,7.57,0.00,1171.20,500.08,459.40,2965.15,1089.59,1206.11,39.55,66.98,147.96,-53.41,-121.92,82.09,34.61,-50.28,-90.11,1072.48
Birlasoft Ltd,532400,BSOFT,INE836A01035,IT - Software,Computers - Software & Consulting,372.25,20.95,488.12,12.12,0.04,15.59,16.69,151.35,7.88,11.51,4.03,37.45,1.97,17.89,3701.11,37.45,0.37,0.29,3346.56,1.21,6.90,17.71,72.52,34.96,1.21,4.03,5278.22,14.98,-0.12,5375.24,697.50,108.48,794.65,85.71,708.94,23.44,696.83,11.33,55.74,0.00,3645.37,0.00,151.00,4751.52,3396.66,842.31,790.46,21.26,82.66,796.21,464.53,587.52,540.91,-437.54,-215.47,10404.62
Bizotic Commer.,543926,,INE0OJ401014,Textiles & Apparels,Garments & Apparels,904.90,11.36,10.83,4.62,0.13,7.61,13.47,8.53,1.68,55.11,1.47,86.88,6.62,-83.58,66.46,86.88,-0.03,1.99,51.55,1.60,10.68,160.68,104.12,0.00,1.60,0.87,131.72,12.07,4.98,111.94,7.06,0.44,7.50,0.77,6.73,0.44,6.29,0.00,8.04,0.00,58.42,0.08,3.47,161.31,137.58,93.56,15.90,0.17,1.20,14.77,10.83,5.43,2.95,-5.64,0.94,872.50
Black Box,500463,BBOX,INE676A01027,IT - Services,IT Enabled Services,579.10,29.75,271.80,9.34,1.15,44.23,12.55,1038.36,4.06,19.61,1.75,2.79,1.65,809.39,904.96,2.79,-0.05,5.07,1908.25,3.87,7.50,-116.46,148.17,8.27,3.87,1.48,6175.49,8.70,-0.12,5966.91,538.07,-68.21,543.83,113.28,430.55,144.72,211.86,-73.97,34.07,0.00,870.89,20.57,921.52,3539.22,2535.08,1447.03,537.27,159.84,112.96,445.58,213.23,-87.61,-128.66,-104.85,192.15,10202.76
Black Rose Indus,514183,BLACKROSE,INE761G01016,Chemicals & Petrochemicals,Specialty Chemicals,84.05,18.97,19.07,10.38,0.05,14.17,3.69,8.27,6.35,13.78,3.09,19.20,1.42,85.62,155.59,19.20,0.10,0.39,160.76,1.33,6.67,-34.16,96.89,76.72,1.33,1.78,301.87,9.32,0.00,391.20,29.36,3.25,32.85,3.15,29.70,1.13,28.33,-0.24,5.10,0.00,150.49,10.78,0.23,213.42,160.92,52.06,28.13,1.42,3.62,27.27,18.83,-12.51,-15.92,11.79,-7.90,427.29
Blackbuck,544288,BLACKBUCK,INE0UIZ01018,Transport Services,Transport Related Services,618.75,10.52,387.86,35.73,0.01,47.30,21.25,18.75,1.69,46.76,4.84,89.09,19.47,-446.32,1314.94,89.09,0.07,-2.08,776.20,0.83,14.37,132.74,318.63,0.00,0.83,4.68,578.77,28.05,-0.07,421.94,91.20,-308.56,125.05,33.85,91.20,2.56,-253.77,-342.41,18.07,0.00,1296.87,0.00,7.77,1523.02,884.15,182.66,162.36,2.01,47.29,179.07,378.67,84.88,41.42,-476.41,360.55,11266.58
Bliss GVS Pharma,506197,BLISSGVS,INE416D01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,273.74,11.72,110.53,7.19,0.05,8.36,10.33,52.49,6.62,12.80,4.46,15.61,3.34,176.17,1132.36,15.61,0.15,0.58,1121.89,1.20,6.08,27.35,117.28,6.25,1.20,3.86,868.11,16.21,0.00,809.73,126.69,36.49,163.18,29.42,133.76,8.12,125.64,0.00,10.58,0.00,1121.78,37.94,50.16,1400.10,890.11,199.66,140.68,11.68,32.85,182.27,114.38,105.91,33.03,-75.34,-30.34,2896.74
BLS E-Services,544107,BLSE,INE0NLT01010,IT - Services,IT Enabled Services,192.30,15.83,55.96,9.55,0.01,11.04,6.16,7.44,6.12,15.31,3.02,123.99,1.69,53.94,504.55,123.99,0.17,0.13,525.47,1.22,7.31,25.98,138.18,17.29,1.22,3.02,1033.63,7.14,0.92,519.35,60.09,26.20,83.05,6.23,76.82,0.93,79.13,3.24,90.86,0.00,413.69,0.00,7.13,717.09,500.56,165.66,73.84,0.75,6.34,92.99,68.34,67.29,54.19,-22.67,-4.28,1747.97
BLS Internat.,540073,BLS,INE153T01027,Leisure Services,"Tour, Travel Related Services",281.90,33.62,644.04,24.22,0.19,34.31,15.64,403.57,7.32,12.23,3.10,29.21,4.03,30.37,2129.94,29.21,0.14,0.75,2701.97,1.28,8.52,13.99,71.28,8.10,1.28,3.10,2876.43,27.43,0.00,2193.30,648.68,80.12,723.78,76.54,647.24,46.74,605.52,5.02,41.17,0.00,2088.77,0.00,359.06,3338.72,1765.57,569.43,789.05,26.95,91.46,787.19,682.12,828.83,667.62,-1118.57,158.49,11595.62
Blue Cloud Soft.,539607,,INE373T01047,IT - Software,Software Products,19.28,37.07,61.43,16.28,0.55,44.47,1.23,87.43,5.78,16.05,2.05,14.01,1.60,,157.74,14.01,,1.97,202.28,2.23,11.51,-115.69,78.15,0.00,2.23,2.05,908.00,10.43,-0.04,796.86,70.45,0.85,71.30,4.38,66.92,7.79,59.13,0.00,43.63,0.00,114.11,1.15,92.54,340.68,284.21,138.39,94.70,6.34,6.93,88.83,61.43,-12.55,-23.18,-11.12,19.77,1451.94
Blue Dart Expres,526612,BLUEDART,INE233B01017,Transport Services,Logistics Solution Provider,5430.00,16.33,290.72,6.65,0.66,16.19,106.92,1080.60,3.35,14.06,1.17,5.51,2.14,31.65,1631.30,5.51,0.14,4.28,2175.48,2.28,8.05,17.54,122.37,23.53,2.28,1.13,6024.73,15.63,0.00,5720.18,876.26,38.31,893.69,484.94,408.75,82.39,347.24,20.88,23.73,0.00,1607.57,0.00,1006.99,3821.18,1581.36,1352.41,941.65,84.13,520.57,463.29,253.69,735.12,487.80,-299.72,-433.69,12893.35
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,443.75,39.75,293.58,24.16,0.02,30.24,16.92,20.63,5.30,17.86,4.11,69.99,7.31,198.11,1255.71,69.99,0.10,0.07,1211.04,1.09,11.35,168.17,191.58,6.82,1.09,3.29,1053.10,34.45,0.00,1029.99,377.73,46.26,415.92,17.79,398.13,0.10,406.10,8.07,34.69,0.00,1221.02,0.00,21.49,1527.46,990.06,241.08,362.80,5.69,22.50,398.26,293.58,45.76,-33.74,-35.18,-18.56,7695.62
Blue Star,500067,BLUESTARCO,INE472A01039,Consumer Durables,Household Appliances,1916.30,26.20,534.45,7.88,0.33,20.62,24.04,1030.19,1.92,42.82,1.28,11.44,3.19,578.24,3111.56,11.44,0.02,1.74,2995.46,2.42,10.61,57.28,326.18,31.30,2.42,0.74,12348.89,7.13,0.00,11967.65,879.14,82.96,954.14,128.37,825.77,48.80,784.93,7.96,41.12,0.00,3070.44,0.00,381.00,7900.70,5804.05,4548.24,880.05,67.83,165.98,776.02,494.15,688.07,322.15,-463.05,-162.18,39416.05
Blue Water,,BLUEWATER,INE0X3M01010,Transport Services,Logistics Solution Provider,210.85,41.11,15.98,18.01,0.64,72.02,17.03,41.41,8.99,9.67,1.90,7.75,0.92,-22.08,64.54,7.75,,3.88,71.13,2.94,6.49,-20.22,31.17,0.00,2.94,1.90,253.16,11.08,0.00,196.15,18.75,0.11,18.86,1.68,17.18,2.88,14.30,0.00,11.00,0.00,53.54,9.17,27.56,131.41,101.01,53.24,28.04,3.16,3.69,24.48,15.98,-11.47,-16.83,-5.25,16.63,231.94
Bluestone Jewel,544484,BLUESTONE,INE304W01038,Consumer Durables,"Gems, Jewellery And Watches",540.50,7.07,14.84,0.31,0.94,1.10,0.97,1699.09,2.38,21.70,1.67,1.06,3.37,,1800.69,1.06,,128.91,2571.37,2.36,4.15,-41.28,256.58,0.00,2.36,0.42,2436.42,15.76,-0.10,2436.42,383.94,49.58,433.52,209.93,223.59,210.41,13.18,0.00,15.22,0.00,1785.47,728.62,1186.20,4961.01,3561.13,2126.84,383.94,210.41,209.93,223.59,13.18,-199.09,-275.90,-239.29,497.14,8218.33
